CustomerID,first_purchase,last_purchase,total_orders,total_revenue,total_items,day_since_last,churned,avg_order_value,R_score,F_score,M_score,RFM_score,segment
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,693.3299999999999,211,308,1,346.66499999999996,1,2,3,123,High value lapsed
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,1226.88,829,74,0,408.96000000000004,2,3,3,233,At risk
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,758.1,286,66,0,252.70000000000002,2,3,3,233,At risk
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,562.41,300,217,1,187.47,1,3,2,132,Lost
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,21,124914.53,77374,24,0,5948.310952380953,3,4,4,344,Loyal customers
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,3649.1,1552,3,0,405.4555555555555,4,4,4,444,Champions
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,407,112,1,668.58,2,1,3,213,High value lapsed
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,345,63,0,600.39,2,1,2,212,Lost
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,807.04,484,15,0,201.76,4,3,3,433,Loyal customers
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,803.5600000000001,370,95,1,267.85333333333335,2,3,3,233,At risk
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1859.31,1339,0,0,232.41375,4,4,4,444,Champions
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,1760.96,740,162,1,880.48,1,2,4,124,High value lapsed
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.2,496,78,0,777.2,2,1,3,213,High value lapsed
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.73,258,194,1,582.73,1,1,2,112,Lost
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,825.8,533,21,0,275.26666666666665,3,3,3,333,Loyal customers
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,3536,25,0,884.0511111111111,3,4,4,344,Loyal customers
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,3750.4,1557,9,0,937.6,4,3,4,434,Loyal customers
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,117,43,0,256.4,3,1,1,311,Promising
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,6419.95,2896,35,0,427.99666666666667,3,4,4,344,Loyal customers
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1801,42,0,1011.8639999999999,3,3,4,334,Loyal customers
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,13375.87,11071,0,0,1910.8385714285716,4,4,4,444,Champions
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,806.14,394,84,0,403.07,2,2,3,223,High value lapsed
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,7829.89,2055,79,0,3914.945,2,2,4,224,High value lapsed
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,211,99,1,509.01,2,1,2,212,Lost
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,4951.41,2922,1,0,275.0783333333333,4,4,4,444,Champions
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1180,14,0,1453.425,4,2,4,424,Promising
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,121,366,1,173.55,1,1,1,111,Lost
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,182,3,0,172.06,4,1,1,411,Promising
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1153,21,0,1001.092,3,3,4,334,Loyal customers
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,62,22,0,133.4,3,1,1,311,Promising
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,351,57,0,1002.3100000000001,2,1,3,213,High value lapsed
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,190,243,1,476.49,1,1,2,112,Lost
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,243,44,0,449.45,3,1,2,312,Promising
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,4067.29,1553,22,0,1016.8225,3,3,4,334,Loyal customers
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,197.88,128,156,1,98.94,1,2,1,121,Lost
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,9035.52,6575,10,0,1807.104,4,3,4,434,Loyal customers
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,185,16,0,215.285,4,2,2,422,Promising
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,473,134,1,707.09,2,1,3,213,High value lapsed
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,1006,56,0,3528.34,2,1,4,214,High value lapsed
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,6,2466.86,2089,73,0,411.1433333333334,2,4,4,244,At risk
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1633,44,0,1060.3466666666666,3,3,4,334,Loyal customers
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,7,2363.23,843,66,0,337.6042857142857,2,4,4,244,At risk
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,947.4,506,71,0,473.7,2,2,3,223,High value lapsed
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,287,94,1,413.44,2,2,3,223,High value lapsed
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59,536,18,0,594.795,3,2,3,323,Promising
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,776,53,0,336.195,2,3,3,233,At risk
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,112,10,0,151.50625,4,4,3,443,Loyal customers
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1899999999999,479,17,0,371.09499999999997,4,2,3,423,Promising
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,729.5400000000001,366,187,1,364.77000000000004,1,2,3,123,High value lapsed
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,19788.65,8200,2,0,659.6216666666667,4,4,4,444,Champions
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,6572.11,4148,32,0,938.8728571428571,3,4,4,344,Loyal customers
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.0499999999997,2414,29,0,785.6099999999999,3,3,4,334,Loyal customers
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,7324.09,4833,17,0,406.8938888888889,4,4,4,444,Champions
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,535,53,0,723.38,2,1,3,213,High value lapsed
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,6816.42,2408,15,0,619.6745454545454,4,4,4,444,Champions
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,13219.74,3653,22,0,2203.29,3,4,4,344,Loyal customers
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,236,3,0,680.99,4,1,3,413,Promising
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,385,11,0,527.2,4,1,2,412,Promising
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,4,3281.63,1707,28,0,820.4075,3,3,4,334,Loyal customers
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,10,5579.82,3294,22,0,557.982,3,4,4,344,Loyal customers
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,8,2484.98,1110,17,0,310.6225,4,4,4,444,Champions
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,6,4527.32,2187,32,0,754.5533333333333,3,4,4,344,Loyal customers
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66,529,9,0,432.8866666666667,4,3,3,433,Loyal customers
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,105,336,1,334.93,1,1,2,112,Lost
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,10,5417.93,3064,5,0,541.793,4,4,4,444,Champions
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,260,38,0,460.40000000000003,3,1,2,312,Promising
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,2,263.21000000000004,192,63,0,131.60500000000002,2,2,1,221,Lost
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,207,165,1,216.87,1,2,2,122,Lost
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,7,1246.1000000000001,707,15,0,178.01428571428573,4,4,3,443,Loyal customers
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,1236,81,0,1043.1,2,1,3,213,High value lapsed
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.70000000000005,159,21,0,134.5666666666667,3,3,2,332,Loyal customers
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,11,4257.82,2678,23,0,387.07454545454544,3,4,4,344,Loyal customers
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,1783,336,1,2169.39,1,1,4,114,High value lapsed
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87,820,95,1,744.774,2,3,4,234,At risk
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,2,482.04999999999995,90,18,0,241.02499999999998,3,2,2,322,Promising
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,23,232,1,73.5,1,1,1,111,Lost
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,1304.81,894,134,1,434.93666666666667,2,3,3,233,At risk
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,397.88,271,26,0,198.94,3,2,2,322,Promising
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,55,284,1,176.5,1,1,1,111,Lost
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,982.5699999999999,353,142,1,491.28499999999997,1,2,3,123,High value lapsed
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,132.18,96,66,0,66.09,2,2,1,221,Lost
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,462,112,1,612.29,2,1,2,212,Lost
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,440,267,1,1017.68,1,1,3,113,High value lapsed
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,131,353,1,383.7,1,1,2,112,Lost
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,2,1312.06,875,77,0,656.03,2,2,3,223,High value lapsed
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,5,2481.6,1361,28,0,496.32,3,3,4,334,Loyal customers
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,2056.89,1318,0,0,411.378,4,3,4,434,Loyal customers
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,1,330.84,175,63,0,330.84,2,1,2,212,Lost
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,2634.26,1439,79,0,526.8520000000001,2,3,4,234,At risk
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,309,142,1,599.68,1,1,2,112,Lost
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192.72,194,39,0,96.36,3,2,1,321,Promising
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,11,1789.77,865,19,0,162.70636363636365,3,4,4,344,Loyal customers
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,8,4485.72,3699,9,0,560.715,4,4,4,444,Champions
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1316.66,632,0,0,438.8866666666667,4,3,3,433,Loyal customers
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,3,348.71000000000004,234,81,0,116.23666666666668,2,3,2,232,At risk
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1933.48,756,9,0,322.24666666666667,4,4,4,444,Champions
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,4,1662.28,913,59,0,415.57,2,3,4,234,At risk
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,45,14,0,125.22,4,1,1,411,Promising
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,153,30,0,349.83000000000004,3,1,2,312,Promising
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,651,130,1,1089.18,2,1,3,213,High value lapsed
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35,219,91,1,358.175,2,2,3,223,High value lapsed
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,12601.830000000002,2803,43,0,4200.610000000001,3,3,4,334,Loyal customers
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95,191,29,0,363.95,3,1,2,312,Promising
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,4,5568.35,2067,22,0,1392.0875,3,3,4,334,Loyal customers
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,13400.24,6685,19,0,788.2494117647059,3,4,4,344,Loyal customers
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,981.18,680,29,0,327.06,3,3,3,333,Loyal customers
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,136,36,0,372.7,3,1,2,312,Promising
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,1000.39,523,75,0,500.195,2,2,3,223,High value lapsed
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1161.5,633,46,0,580.75,3,2,3,323,Promising
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,2,207.79999999999998,134,197,1,103.89999999999999,1,2,1,121,Lost
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,49,166,1,95.19999999999999,1,1,1,111,Lost
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,569,79,0,964.83,2,1,3,213,High value lapsed
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,100,357,1,168.0,1,1,1,111,Lost
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,2,437.82,88,38,0,218.91,3,2,2,322,Promising
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,10,3692.28,1965,8,0,369.228,4,4,4,444,Champions
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,599.56,355,50,0,299.78,3,2,2,322,Promising
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,5,11990.960000000001,4384,16,0,2398.192,4,3,4,434,Loyal customers
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,196,7,0,269.96,4,1,1,411,Promising
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,561.71,283,310,1,280.855,1,2,2,122,Lost
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,3,2134.01,1110,5,0,711.3366666666667,4,3,4,434,Loyal customers
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,177,302,1,238.85,1,1,1,111,Lost
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,7,3781.7400000000002,1779,8,0,540.2485714285715,4,4,4,444,Champions
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,133,261,1,456.9,1,1,2,112,Lost
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,80,288,1,145.92,1,1,1,111,Lost
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,265,86,0,351.65,2,1,2,212,Lost
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,10,9401.28,4305,22,0,940.128,3,4,4,344,Loyal customers
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,4124.69,1801,2,0,128.8965625,4,4,4,444,Champions
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61,523,39,0,259.805,3,2,2,322,Promising
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,1020.42,452,8,0,510.21,4,2,3,423,Promising
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54000000000002,84,227,1,160.54000000000002,1,1,1,111,Lost
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,61,315,1,218.45,1,1,1,111,Lost
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,5,1315.83,967,35,0,263.166,3,3,3,333,Loyal customers
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,3,626.6,469,35,0,208.86666666666667,3,3,2,332,Loyal customers
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,2,2794.51,1196,21,0,1397.255,3,2,4,324,Promising
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,285,78,0,440.42,2,1,2,212,Lost
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7,238,246,1,415.7,1,1,2,112,Lost
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,161,39,0,197.71,3,1,1,311,Promising
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,2,511.36,300,238,1,255.68,1,2,2,122,Lost
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,15,7281.38,5060,2,0,485.42533333333336,4,4,4,444,Champions
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,9,2338.15,416,3,0,259.7944444444445,4,4,4,444,Champions
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,2040.1,1279,234,1,1020.05,1,2,4,124,High value lapsed
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94000000000003,79,17,0,196.94000000000003,4,1,1,411,Promising
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,51,7,0,144.0,4,1,1,411,Promising
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.89999999999998,53,39,0,214.89999999999998,3,1,1,311,Promising
12589,2011-07-18 12:05:00,2011-11-11 10:19:00,2,646.68,306,28,0,323.34,3,2,2,322,Promising
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,2,9864.26,4283,211,1,4932.13,1,2,4,124,High value lapsed
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.84999999999997,228,317,1,452.84999999999997,1,1,2,112,Lost
12592,2011-05-10 13:44:00,2011-09-08 15:04:00,2,437.6,290,92,1,218.8,2,2,2,222,Lost
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,418.09999999999997,206,108,1,139.36666666666665,2,3,2,232,At risk
12594,2011-01-21 09:52:00,2011-11-02 12:20:00,10,3338.2200000000003,1777,37,0,333.822,3,4,4,344,Loyal customers
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2,618.27,474,51,0,309.135,2,2,2,222,Lost
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,3811.22,2236,19,0,952.805,3,3,4,334,Loyal customers
12598,2011-02-28 11:58:00,2011-11-30 12:18:00,8,3023.08,1964,9,0,377.885,4,4,4,444,Champions
12599,2011-02-08 13:28:00,2011-11-10 13:34:00,7,1032.58,956,29,0,147.51142857142855,3,4,3,343,Loyal customers
12600,2010-12-03 12:57:00,2011-11-11 10:29:00,10,2599.04,774,28,0,259.904,3,4,4,344,Loyal customers
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,5,577.0600000000001,245,189,1,115.412,1,3,2,132,Lost
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,162,58,0,153.12,2,1,1,211,Lost
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,63,21,0,739.1999999999999,3,1,3,313,Promising
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,2,254.18,201,79,0,127.09,2,2,1,221,Lost
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,1228,60,0,1579.51,2,1,3,213,High value lapsed
12609,2011-01-25 15:13:00,2011-09-22 16:34:00,3,1126.85,648,78,0,375.6166666666666,2,3,3,233,At risk
12610,2011-08-05 13:52:00,2011-11-17 09:34:00,5,2099.54,1049,22,0,419.908,3,3,4,334,Loyal customers
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,846,52,0,1193.32,2,1,3,213,High value lapsed
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001,262,74,0,704.0400000000001,2,1,3,213,High value lapsed
12613,2011-03-22 15:42:00,2011-10-13 14:59:00,5,3344.38,1644,57,0,668.876,2,3,4,234,At risk
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,76,277,1,315.6,1,1,2,112,Lost
12615,2011-06-24 13:35:00,2011-12-07 15:02:00,4,2291.19,1376,2,0,572.7975,4,3,4,434,Loyal customers
12616,2011-02-15 14:17:00,2011-09-05 15:17:00,2,713.3,284,95,1,356.65,2,2,3,223,High value lapsed
12617,2011-11-10 14:39:00,2011-11-10 14:39:00,1,352.98,210,29,0,352.98,3,1,2,312,Promising
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,96,21,0,177.31,3,1,1,311,Promising
12619,2011-03-31 13:10:00,2011-11-23 14:52:00,9,3641.24,3378,16,0,404.5822222222222,4,4,4,444,Champions
12620,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1339.41,1181,14,0,446.47,4,3,3,433,Loyal customers
12621,2010-12-09 10:16:00,2011-12-08 11:25:00,20,13689.67,7440,1,0,684.4835,4,4,4,444,Champions
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,69,232,1,180.1,1,1,1,111,Lost
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1,191,276,1,305.1,1,1,1,111,Lost
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,2,641.13,355,106,1,320.565,2,2,2,222,Lost
